Name,Age,Gender,From,Real Time Position,Industry,Company
Thi Nguyen,48,Female,China,824.0,Diversified ,Airlines
Rajan Raheja,64,Male,China,816.0,Diversified ,Diversified
Ren Ren,61,Male,People'S Republic Of China,1068.0,Manufacturing ,Kitchen appliances
Richard Sands,67,Male,United States,698.0,Food and Beverage ,Food & beverage
Kerry Stokes,77,Male,Australia,641.0,Diversified ,"Construction equipment, media"
Donald Trump,72,Male,Australia,776.0,Real Estate ,"Television, real estate"
Romesh Wadhwani,70,Male,United States,785.0,Technology ,Software
Wang Wang,64,Male,China,1117.0,Technology ,Healthcare services
Clifford Asness,51,Male,China,642.0,Finance and Investments ,Investment management
Anne Beaufour,54,Male,China,660.0,Healthcare ,Pharmaceuticals
Henri Beaufour,53,Male,China,661.0,Healthcare ,Pharmaceuticals
Tom Benson,90,Male,United States,661.0,Sports ,New orleans saints
Jim Breyer,56,Male,United States,754.0,Technology ,Venture capital
Alejandro Bulgheroni,73,Male,United States,827.0,Energy ,Oil & gas
Hasmukh Chudgar,84,Male,United States,931.0,Healthcare ,Pharmaceuticals
Ennio Doris,77,Male,United States,1010.0,Finance and Investments ,Financial services
Luis Frias,55,Male,United States,806.0,Technology ,Mobile payments
Valentin Gapontsev,79,Male,United States,795.0,Manufacturing ,Lasers
Martin Haefner,64,Male,Switzerland,763.0,Technology ,"Software, investments"
Christopher Hohn,51,Male,United Kingdom,802.0,Finance and Investments ,Hedge funds
Johnelle Hunt,86,Female,United Kingdom,744.0,Logistics ,Trucking
Rakesh Jhunjhunwala,57,Male,India,819.0,Finance and Investments ,Investments
Lu Lu,55,Male,India,1002.0,Automotive ,"Automobiles, batteries"
John Middleton,63,Male,United States,791.0,Food and Beverage ,Tobacco
Kazuo Okada,75,Male,Japan,830.0,Gambling & Casinos ,Casinos
Jorge Perez,68,Male,Japan,809.0,Real Estate ,Real estate
Prasert Prasarttong-osoth,85,Male,Japan,723.0,Healthcare ,Hospitals
Jean Pritzker,55,Male,Japan,794.0,Service ,"Hotels, investments"
Mochtar Riady,89,Male,Japan,846.0,Diversified ,Diversified
Arkady Rotenberg,66,Male,Japan,971.0,Construction & Engineering ,"Construction, pipes, banking"
Michael Rubin,45,Male,Japan,818.0,Fashion & Retail ,Online retail
Robert Sands,60,Male,Japan,736.0,Food and Beverage ,Food & beverage
Herbert Simon,83,Male,Japan,757.0,Real Estate ,Real estate
Robert Toennies,40,Male,Japan,781.0,Food and Beverage ,Meat processing
Manuel Villar,68,Male,Japan,573.0,Real Estate ,Real estate
Don Vultaggio,66,Male,United States,820.0,Food and Beverage ,Arizona beverages
Wang Wang,56,Male,China,546.0,Real Estate ,Real estate
Wu Wu,48,Male,China,1172.0,Telecom ,Electronics
Simon Xie,48,Male,China,814.0,Technology ,Online payment service
Chuck Bundrant,76,Male,United States,850.0,Food and Beverage ,Fishing
Cai Cai,65,Male,China,494.0,Healthcare ,Pharmaceuticals
Jose Calderon rojas,-9999,Male,Mexico,1185.0,Food and Beverage ,Beverages
Jason Chang,74,Male,Singapore,848.0,Technology ,Electronics
Smita Crishna-godrej,67,Male,Singapore,838.0,Diversified ,Consumer goods
Ding Ding,47,Male,People'S Republic Of China,655.0,Fashion & Retail ,Sports apparel
Feng Feng,57,Male,People'S Republic Of China,788.0,Metals & Mining ,"Copper, education"
Gerald Ford,73,Male,United States,844.0,Finance and Investments ,Banking
Philippe Foriel-destezet,82,Male,United States,920.0,Service ,Employment agency
Adi Godrej,76,Male,India,835.0,Diversified ,Consumer goods
Jamshyd Godrej,69,Male,India,836.0,Diversified ,Consumer goods
Nadir Godrej,67,Male,India,837.0,Diversified ,Consumer goods
Joseph Grendys,56,Male,India,866.0,Food and Beverage ,Poultry processing
Hedda Im brahm-droege,63,Female,Germany,909.0,Service ,Consulting
Ke Ke,63,Female,People'S Republic Of China,724.0,Healthcare ,Pharmaceuticals
Randal Kirk,64,Male,People'S Republic Of China,812.0,Healthcare ,Pharmaceuticals
Alicia Koplowitz,64,Male,People'S Republic Of China,886.0,Finance and Investments ,"Construction, investments"
Kwek Kwek,77,Male,People'S Republic Of China,1066.0,Real Estate ,Real estate
Louis Le duff,71,Male,France,851.0,Food and Beverage ,Bakeries
Yusaku Maezawa,42,Male,France,594.0,Technology ,Online retail
Sergio Mantegazza,90,Male,France,865.0,Service ,Travel
Hans Melchers,80,Male,France,899.0,Finance and Investments ,"Chemicals, investments"
Erwin Mueller,85,Male,France,864.0,Fashion & Retail ,Drugstores
Rishad Naoroji,66,Male,France,833.0,Diversified ,Consumer goods
Husnu Ozyegin,73,Male,Turkey,1050.0,Finance and Investments ,"Finance, diversified"
Prajogo Pangestu,74,Male,Turkey,1022.0,Diversified ,Petrochemicals
Jeff Rothschild,63,Male,United States,734.0,Technology ,Facebook
Thomas Siebel,65,Male,United States,852.0,Technology ,Business software
Paul Singer,73,Male,United States,855.0,Finance and Investments ,Hedge funds
Ralph Sonnenberg,84,Male,United States,940.0,Manufacturing ,Blinds
Jon Stryker,60,Male,United States,741.0,Healthcare ,Medical equipment
Georg Stumpf,45,Male,Austria,889.0,Diversified ,"Real estate, construction"
Tsai Tsai,65,Male,Austria,777.0,Finance and Investments ,Finance
Vincent Viola,62,Male,United States,782.0,Finance and Investments ,Electronic trading
Radovan Vitek,47,Male,Czech Republic,877.0,Real Estate ,Real estate
Wang Wang,51,Male,Czech Republic,861.0,Technology ,Electronics components
Wang Wang,53,Male,China,868.0,Technology ,Electronics components
Carlos Ardila lülle,88,Male,China,937.0,Food and Beverage ,"Soft drinks, diversified"
William Conway,68,Male,United States,881.0,Finance and Investments ,Private equity
Daniel D'aniello,71,Male,United States,885.0,Finance and Investments ,Private equity
Jim Davis,58,Male,United States,762.0,Service ,Staffing & recruiting
Ding Ding,54,Male,China,685.0,Fashion & Retail ,Sportswear
John Dorrance,74,Male,China,883.0,Food and Beverage ,Campbell soup
Doris Fisher,86,Female,China,857.0,Fashion & Retail ,Gap
John Fisher,57,Female,China,843.0,Fashion & Retail ,Gap
Caroline Hagen kjos,33,Female,Norway,992.0,Diversified ,Conglomerate
Kieu Hoang,73,Male,Norway,900.0,Healthcare ,Medical products
Huang Huang,67,Male,Norway,829.0,Real Estate ,Real estate
H. Huizenga,80,Male,United States,829.0,Finance and Investments ,Investments
Osman Kibar,47,Male,United States,902.0,Healthcare ,Biotech
Aloke Lohia,59,Male,United States,841.0,Manufacturing ,Petrochemicals
Taha Mikati,73,Male,United States,952.0,Telecom ,Telecom
Philip Niarchos,64,Male,Greece,884.0,Diversified ,Art collection
Stefan Olsson,69,Male,Greece,980.0,Diversified ,Diversified
Sebastian Piñera,68,Male,Chile,873.0,Finance and Investments ,Investments
Penny Pritzker,59,Male,Chile,880.0,Finance and Investments ,"Hotels, investments"
Nicolas Puech,75,Male,Chile,714.0,Fashion & Retail ,Hermes
Chandru Raheja,77,Male,Chile,904.0,Real Estate ,Real estate
David Rubenstein,68,Male,United States,869.0,Finance and Investments ,Private equity
Shi Shi,55,Male,People'S Republic Of China,1288.0,Diversified ,"Online games, investments"
Zygmunt Solorz-zak,61,Male,People'S Republic Of China,946.0,Media & Entertainment ,Tv broadcasting
Tung Tung,76,Male,People'S Republic Of China,859.0,Logistics ,Shipping
Mark Walter,58,Male,United States,761.0,Finance and Investments ,Finance
William Wrigley,54,Male,United States,901.0,Food and Beverage ,Chewing gum
Mortimer Zuckerman,81,Male,United States,853.0,Real Estate ,"Real estate, media"
Mohed Altrad,70,Male,United States,962.0,Construction & Engineering ,"Scaffolding, cement mixers"
Anil Ambani,59,Male,United States,1121.0,Diversified ,Diversified
Roberto Angelini rossi,69,Male,United States,1053.0,Diversified ,"Forestry, mining"
Saeed Bin butti al qebaisi,-9999,Male,United States,856.0,Diversified ,"Hospitals, investments"
Pierre Chen,60,Male,Taiwan,410.0,Diversified ,"Art, electronics"
Ray Davis,76,Male,United States,887.0,Energy ,Pipelines
Edward Debartolo,71,Male,United States,831.0,Real Estate ,Shopping centers
Bennett Dorrance,72,Male,United States,1027.0,Food and Beverage ,Campbell soup
Eduardo Eurnekian,85,Male,United States,906.0,Diversified ,"Airports, investments"
Piero Ferrari,73,Male,United States,790.0,Automotive ,Automobiles
Fiona Geminder,53,Female,Australia,958.0,Manufacturing ,Manufacturing
Gu Gu,68,Male,Australia,793.0,Manufacturing ,Furniture
Don Hankey,75,Male,United States,930.0,Finance and Investments ,Auto loans
Reed Hastings,57,Male,United States,519.0,Media & Entertainment ,Netflix
Huang Huang,58,Male,United States,986.0,Real Estate ,Real estate
James Irsay,59,Male,United States,910.0,Sports ,Indianapolis colts
Kim Kim,52,Male,South Korea,949.0,Technology ,Online services
Mustafa Kucuk,55,Male,South Korea,1130.0,Fashion & Retail ,Fashion retail
Mohamed Mansour,70,Male,Egypt,911.0,Diversified ,Diversified
Najib Mikati,62,Male,Egypt,970.0,Telecom ,Telecom
Ermirio Moraes,86,Male,Egypt,1049.0,Diversified ,Diversified
Bob Parsons,67,Male,United States,905.0,Technology ,Web hosting
Krit Ratanarak,72,Male,United States,774.0,Media & Entertainment ,"Media, real estate"
Helena Revoredo,71,Female,Spain,1043.0,Service ,Security services
Phillip Ruffin,83,Female,United States,916.0,Diversified ,"Casinos, real estate"
Howard Schultz,64,Male,United States,948.0,Food and Beverage ,Starbucks
E. Shoen,68,Male,United States,915.0,Automotive ,U-haul
Thomas Straumann,54,Male,United States,842.0,Healthcare ,Dental implants
Lawrence Stroll,58,Male,United States,928.0,Fashion & Retail ,Fashion investments
Andrew Tan,65,Male,United States,1092.0,Diversified ,Diversified
Tsai Tsai,-9999,Male,United States,894.0,Finance and Investments ,Finance
Frank Vandersloot,69,Male,United States,673.0,Fashion & Retail ,Nutrition and wellness products
Sandro Veronesi,58,Male,United States,1140.0,Fashion & Retail ,Fashion
Ty Warner,73,Male,United States,908.0,Real Estate ,"Real estate, plush toys"
Oprah Winfrey,64,Male,United States,783.0,Media & Entertainment ,Tv shows
Zhang Zhang,56,Male,United States,934.0,Fashion & Retail ,Retail
Zuo Zuo,47,Male,United States,919.0,Real Estate ,Real estate services
Juan Abello,76,Male,United States,981.0,Finance and Investments ,Investments
Semahat Arsel,89,Male,Turkey,1333.0,Diversified ,Diversified
Bang Bang,50,Male,Turkey,839.0,Technology ,Online gaming
Koos Bekker,65,Male,Turkey,969.0,Media & Entertainment ,"Media, investments"
David Bonderman,75,Male,Turkey,941.0,Finance and Investments ,Private equity
Francesco Caltagirone,75,Male,Turkey,1079.0,Construction & Engineering ,"Cement, diversified"
John Caudwell,65,Male,Turkey,990.0,Telecom ,Mobile phones
Chen Chen,57,Male,Turkey,772.0,Finance and Investments ,Investments
Chung Chung,47,Male,South Korea,997.0,Logistics ,Logistics
Isabel Dos santos,45,Female,South Korea,1057.0,Finance and Investments ,Investments
Fong Fong,93,Male,South Korea,950.0,Real Estate ,Real estate
Phillip Frost,81,Male,South Korea,879.0,Healthcare ,Pharmaceuticals
Lutz Helmig,71,Male,South Korea,1076.0,Healthcare ,Hospitals
B. Hughes,84,Male,South Korea,867.0,Service ,Self storage
Daniel Kretinsky,42,Male,South Korea,936.0,Energy ,Energy generation
Raj Kumar & kishin rk,64,Male,Singapore,995.0,Real Estate ,Real estate
Lam Lam,54,Male,Singapore,875.0,Healthcare ,Pharmaceuticals
Lau Lau,82,Male,Malaysia,913.0,Diversified ,"Palm oil, property"
Stephen Mandel,62,Male,Malaysia,821.0,Finance and Investments ,Hedge funds
Gilles Martin,54,Male,Malaysia,1078.0,Healthcare ,Laboratory services
Daniel Mate,55,Male,Spain,921.0,Metals & Mining ,"Mining, commodities"
Robert Miller,72,Male,Spain,929.0,Technology ,Electronics components
Jorge Moll filho,73,Male,Brazil,1081.0,Healthcare ,Hospitals
Maria Moraes scripilliti,87,Male,Brazil,1199.0,Diversified ,Diversified
Sean Parker,38,Male,Brazil,953.0,Technology ,Facebook
Jay Paul,70,Male,Brazil,882.0,Real Estate ,Real estate
Patrick Ryan,81,Male,United States,947.0,Finance and Investments ,Insurance
Thomas Secunda,64,Male,United States,845.0,Media & Entertainment ,Bloomberg lp
Shen Shen,72,Male,United States,1012.0,Metals & Mining ,Steel production
Shen Shen,59,Male,China,606.0,Real Estate ,Real estate
Gil Shwed,50,Male,China,944.0,Technology ,Software
Song Song,71,Male,China,1042.0,Diversified ,"Aluminum, diversified"
Warren Stephens,61,Male,United States,932.0,Finance and Investments ,Investment banking
Glen Taylor,77,Male,United States,878.0,Service ,Printing
Hanni Toosbuy kasprzak,60,Female,United States,896.0,Fashion & Retail ,Shoes
Torbjorn Tornqvist,64,Male,United States,933.0,Energy ,Oil trading
Bulat Utemuratov,60,Male,United States,942.0,Metals & Mining ,"Mining, banking, hotels"
Chip Wilson,61,Male,United States,669.0,Fashion & Retail ,Lululemon
Jerry Yang,49,Male,United States,893.0,Technology ,Yahoo
Zhang Zhang,52,Male,United States,1151.0,Technology ,Touch screens
Zhu Zhu,59,Male,People'S Republic Of China,1160.0,Construction & Engineering ,Construction
Ramon Ang,64,Male,Philippines,1025.0,Food and Beverage ,Diversified
Edward Bass,72,Male,Philippines,964.0,Energy ,"Oil, investments"
Lee Bass,62,Male,Philippines,956.0,Energy ,"Oil, investments"
Bert Beveridge,56,Male,Philippines,968.0,Food and Beverage ,Vodka
George Bishop,80,Male,Philippines,967.0,Energy ,Oil & gas
Jaime Botin,82,Male,Spain,1063.0,Finance and Investments ,Banking
Norman Braman,85,Male,United States,927.0,Automotive ,"Art, car dealerships"
Chin Chin,60,Male,United States,1163.0,Automotive ,Auto parts
Cho Cho,72,Male,United States,1003.0,Manufacturing ,Auto parts
John Coates,48,Male,United States,1069.0,Gambling & Casinos ,Online gambling
Du Du,48,Male,China,1338.0,Manufacturing ,Chemicals
Aloysio Faria,97,Male,China,1135.0,Finance and Investments ,Banking
Kenneth Feld,69,Male,United States,979.0,Media & Entertainment ,"Circus, live entertainment"
Luca Garavoglia,49,Male,United States,907.0,Food and Beverage ,Spirits
Noam Gottesman,57,Male,United States,998.0,Finance and Investments ,Hedge funds
Jonathan Gray,48,Male,United States,975.0,Finance and Investments ,Investments
Stein Hagen,61,Male,United States,983.0,Fashion & Retail ,Consumer goods
Chang-woo Han,87,Male,United States,1039.0,Gambling & Casinos ,Pachinko parlors
John Henry,68,Male,United States,961.0,Sports ,Sports
Lawrence Ho,41,Male,United States,872.0,Gambling & Casinos ,Casinos
Hui Hui,65,Male,United States,924.0,Manufacturing ,Hygiene products
Mustafa Koc,87,Male,Turkey,1380.0,Diversified ,Diversified
Kuan Kuan,70,Male,Turkey,959.0,Manufacturing ,Synthetic gloves
Jane Lauder,45,Female,Turkey,890.0,Fashion & Retail ,Cosmetics
Aerin Lauder zinterhofer,48,Female,United States,876.0,Fashion & Retail ,Cosmetics
Maritsa Lazari,73,Female,United States,1034.0,Real Estate ,Real estate
Bernard Lewis,92,Male,United States,1014.0,Fashion & Retail ,Fashion retailer
Vincent Lo,69,Male,United States,1090.0,Real Estate ,Real estate
Jeffrey Lorberbaum,63,Male,United States,1165.0,Manufacturing ,Flooring
Joe Mansueto,61,Male,United States,694.0,Finance and Investments ,Investment research
Jose Marinho,62,Male,United States,1100.0,Media & Entertainment ,Media
Roberto Marinho,70,Male,United States,1094.0,Media & Entertainment ,Media
C. Metropoulos,72,Male,United States,966.0,Food and Beverage ,Investments
Aristotelis Mistakidis,56,Male,United States,951.0,Metals & Mining ,"Mining, commodities"
Arturo Moreno,71,Male,United States,1000.0,Sports ,"Billboards, anaheim angels"
Yoshiko Mori,77,Female,United States,996.0,Real Estate ,Real estate
Adam Neumann,39,Male,United States,1001.0,Real Estate ,Wework
Or Or,67,Male,United States,974.0,Real Estate ,Real estate
Richard Peery,79,Male,United States,943.0,Real Estate ,Real estate
Horst Pudwill,73,Male,United States,1026.0,Manufacturing ,Manufacturing
P.v. Reddy,60,Male,United States,1021.0,Healthcare ,Pharmaceuticals
Larry Robbins,48,Male,United States,1030.0,Finance and Investments ,Hedge funds
Carlos Sanchez,56,Male,United States,1129.0,Healthcare ,Generic drugs
Stephan Schmidheiny,70,Male,United States,984.0,Finance and Investments ,Investments
Klaus-peter Schulenberg,-9999,Male,United States,955.0,Service ,Ticketing service
Charles Simonyi,69,Male,United States,888.0,Technology ,Microsoft
Mark Stevens,58,Male,United States,912.0,Finance and Investments ,Venture capital
Sze Sze,68,Male,China,923.0,Manufacturing ,Hygiene products
Sarik Tara,88,Male,Turkey,1294.0,Construction & Engineering ,Construction
Lottie Tham,69,Female,Sweden,1073.0,Fashion & Retail ,H&m
Peter Thiel,50,Male,United States,972.0,Finance and Investments ,"Facebook, palantir"
Elaine Wynn,76,Male,United States,957.0,Gambling & Casinos ,"Casinos, hotels"
Denise York,67,Female,United States,1004.0,Sports ,San francisco 49ers
David Zalik,44,Female,United States,1009.0,Technology ,Technology
Zhao Zhao,52,Male,United States,1071.0,Healthcare ,Pharmaceuticals
George Argyros,81,Male,United States,1020.0,Real Estate ,"Real estate, investments"
John Arrillaga,81,Male,United States,977.0,Real Estate ,Real estate
Charles Bronfman,86,Male,United States,1033.0,Food and Beverage ,Liquor
Peter Buck,87,Male,United States,1015.0,Food and Beverage ,Subway sandwich shops
Chen Chen,50,Female,People'S Republic Of China,1089.0,Finance and Investments ,Investments
Vivien Chen,59,Female,People'S Republic Of China,999.0,Real Estate ,Real estate
Chu Chu,48,Female,People'S Republic Of China,1019.0,Manufacturing ,Flavorings
Jean Coutu,91,Female,People'S Republic Of China,1083.0,Fashion & Retail ,Drugstores
Jose Cutrale,71,Male,People'S Republic Of China,1017.0,Food and Beverage ,Orange juice
Jai Dalmia,-9999,Male,People'S Republic Of China,1278.0,Manufacturing ,Cement
Bergit Douglas,71,Female,People'S Republic Of China,1104.0,Food and Beverage ,Consumer goods
Alfredo Egydio arruda villela filho,48,Male,Brazil,1454.0,Finance and Investments ,Banking
Marcel Erni,53,Male,Brazil,1007.0,Finance and Investments ,Private equity
Andre Esteves,49,Male,Brazil,1207.0,Finance and Investments ,Banking
Carlo Fidani,63,Male,Canada,1099.0,Real Estate ,Real estate
Abhay Firodia,73,Male,Canada,1024.0,Automotive ,Automobiles
Alfred Gantner,50,Male,Canada,1006.0,Finance and Investments ,Private equity
Geng Geng,55,Male,China,1133.0,Real Estate ,Real estate
Mitchell Goldhar,56,Male,China,1062.0,Real Estate ,Real estate
Hortensia Herrero,68,Female,Spain,1029.0,Fashion & Retail ,Supermarkets
Michael Hintze,64,Female,Spain,1040.0,Finance and Investments ,Investment
Igor Kesaev,51,Male,Spain,1041.0,Fashion & Retail ,"Tobacco distribution, retail"
Koon Koon,57,Male,Spain,1366.0,Manufacturing ,Aluminum
Hermann Langness,65,Male,Spain,1045.0,Food and Beverage ,Retail
Li Li,54,Male,Spain,991.0,Technology ,Software
Alexander Mamut,58,Male,Spain,1059.0,Finance and Investments ,Investments
Joao Marinho,64,Male,Spain,1148.0,Media & Entertainment ,Media
Drayton Mclane,81,Male,Spain,1131.0,Fashion & Retail ,"Wal-mart, logistics"
Patrice Motsepe,56,Male,Spain,1302.0,Metals & Mining ,Mining
Alfred Oetker,51,Male,Spain,1102.0,Fashion & Retail ,Consumer goods
August Oetker,74,Male,Germany,1103.0,Fashion & Retail ,Consumer goods
Carl Oetker,45,Male,Germany,1105.0,Fashion & Retail ,Consumer goods
Christian Oetker,70,Male,Germany,1106.0,Fashion & Retail ,Consumer goods
Julia Oetker,39,Female,Germany,1107.0,Fashion & Retail ,Consumer goods
Richard Oetker,67,Male,Germany,1108.0,Fashion & Retail ,Consumer goods
Daniel Pritzker,58,Male,United States,1035.0,Service ,"Hotels, investments"
John Pritzker,65,Male,United States,1023.0,Finance and Investments ,"Hotels, investments"
Nevaldo Rocha,88,Male,United States,1713.0,Fashion & Retail ,Retail
Luigi Rovati,89,Male,Italy,1060.0,Healthcare ,Pharmaceuticals
Ferit Sahenk,54,Male,Italy,1193.0,Diversified ,Diversified
Rosely Schweizer,77,Female,Italy,1109.0,Fashion & Retail ,Consumer goods
Eric Smidt,58,Male,Italy,993.0,Fashion & Retail ,Hardware stores
Alexander Spanos,94,Male,United States,1013.0,Sports ,"Real estate, los angeles chargers"
Leena Tewari,60,Male,United States,1085.0,Healthcare ,Pharmaceuticals
Tong Tong,63,Male,United States,1064.0,Real Estate ,Real estate
Peter Unger,73,Male,Germany,1052.0,Automotive ,Auto repair
Sunny Varkey,61,Male,Germany,935.0,Service ,Education
Urs Wietlisbach,56,Male,Germany,1008.0,Finance and Investments ,Private equity
Michael Ying,68,Male,Germany,1031.0,Fashion & Retail ,Retail
Yu Yu,56,Male,Germany,891.0,Service ,Education
Eva Bucher-haefner,61,Female,Germany,1028.0,Technology ,Computer associates
Chen Chen,52,Female,China,1093.0,Real Estate ,Real estate
Gustavo Denegri,82,Male,China,828.0,Healthcare ,Biotech
Dermot Desmond,67,Male,China,1243.0,Finance and Investments ,Finance
Murali Divi,67,Male,China,1113.0,Healthcare ,Pharmaceuticals
Thomas Flohr,48,Male,Switzerland,2063.0,Logistics ,Vistajet
Bernard Fraisse,61,Male,Switzerland,1114.0,Healthcare ,Pharmaceuticals
Harsh Goenka,60,Male,Switzerland,1125.0,Diversified ,Diversified
David Gottesman,92,Male,Switzerland,1111.0,Finance and Investments ,Investments
Murli Gyanchandani,-9999,Male,Switzerland,1038.0,Manufacturing ,Detergents
Bill Haslam,59,Male,Switzerland,976.0,Fashion & Retail ,Truck stops
Hu Hu,55,Male,China,1269.0,Healthcare ,Pharmaceuticals
W. Hunt,89,Male,China,939.0,Energy ,Oil
Alijan Ibragimov,64,Male,Kazakhstan,1046.0,Metals & Mining ,"Mining, metals"
Bradley Jacobs,61,Male,United States,903.0,Logistics ,Logistics
Brad Kelley,61,Male,United States,1065.0,Real Estate ,Tobacco
Vinod Khosla,63,Male,United States,870.0,Technology ,Venture capital
Stephen Lansdown,65,Male,United States,1005.0,Finance and Investments ,Financial services
Martin Lau,45,Male,Hong Kong,1116.0,Technology ,E-commerce
Lee Lee,77,Male,South Korea,1396.0,Construction & Engineering ,"Construction, real estate"
Lin Lin,55,Male,South Korea,1132.0,Finance and Investments ,Investments
Kenneth Lo,79,Male,Uk,1228.0,Finance and Investments ,Textiles
Alexander Machkevich,64,Male,Israel,1091.0,Metals & Mining ,"Mining, metals"
Clayton Mathile,77,Male,Israel,1048.0,Food and Beverage ,Pet food
Stanley Perron,95,Male,Israel,1097.0,Real Estate ,"Real estate, retail"
J. Ricketts,76,Male,United States,1032.0,Finance and Investments ,Td ameritrade
Dirk Rossmann,71,Male,United States,1349.0,Fashion & Retail ,Drugstores
Filiz Sahenk,51,Female,Turkey,1290.0,Diversified ,Diversified
Dan Snyder,53,Female,Turkey,1080.0,Sports ,Washington redskins
Peter Spuhler,58,Male,Turkey,1244.0,Manufacturing ,Train cars
Tang Tang,84,Male,Hong Kong,1084.0,Fashion & Retail ,Fashion retail
John Tyson,64,Male,United States,1149.0,Food and Beverage ,Food processing
Wong Wong,53,Male,United States,1087.0,Manufacturing ,Furniture
Lia Aguiar,80,Female,Brazil,1494.0,Finance and Investments ,Banking
Aziz Akhannouch,57,Female,Morocco,1381.0,Diversified ,"Petroleum, diversified"
Ron Baron,75,Male,United States,1074.0,Finance and Investments ,Money management
Shyam Bhartia,65,Male,United States,1144.0,Diversified ,Diversified
Timothy Boyle,68,Male,United States,960.0,Fashion & Retail ,Columbia sportswear
Tatiana Casiraghi,33,Female,Monaco,1169.0,Food and Beverage ,Beer
Chan Chan,-9999,Female,Monaco,1316.0,Real Estate ,Real estate
Chase Coleman,43,Male,United States,918.0,Finance and Investments ,Hedge fund
Mark Coombs,57,Male,United States,1198.0,Finance and Investments ,Finance
James Coulter,58,Male,United States,1127.0,Finance and Investments ,Private equity
Dulce De godoy bueno,70,Female,Brazil,1274.0,Healthcare ,"Hospitals, health care"
Ana De mattos barretto villela,44,Female,Brazil,1560.0,Finance and Investments ,Banking
Frank Fertitta,56,Male,United States,1101.0,Sports ,"Casinos, mixed martial arts"
Lorenzo Fertitta,49,Male,United States,1095.0,Sports ,"Casinos, mixed martial arts"
Maria Fissolo,83,Female,Italy,1197.0,Food and Beverage ,"Nutella, chocolates"
Alexander Frolov,54,Male,Italy,978.0,Metals & Mining ,"Mining, steel"
Ernest Garcia,61,Male,United States,591.0,Automotive ,Used cars
Alexandre Grendene bartelle,68,Male,United States,1443.0,Fashion & Retail ,Shoes
Vinod Gupta,72,Female,India,1112.0,Manufacturing ,Electrical equipment
Torstein Hagen,75,Female,Norway,1110.0,Service ,Cruises
He He,52,Female,Norway,1304.0,Service ,Landscape architecture
Hans-werner Hector,78,Male,Norway,1173.0,Technology ,Sap
Stanley Hubbard,85,Male,United States,1167.0,Media & Entertainment ,Directv
Ke Ke,58,Male,China,1231.0,Diversified ,Investments
Suna Kirac,77,Female,Turkey,1504.0,Diversified ,Diversified
Kong Kong,50,Male,Turkey,1051.0,Real Estate ,Real estate
Koo Koo,73,Male,South Korea,1051.0,Diversified ,Diversified
Heikki Kyostila,72,Male,South Korea,1155.0,Healthcare ,Dental products
Thomas Lee,74,Male,South Korea,1122.0,Finance and Investments ,Private equity
Eric Lefkofsky,48,Male,South Korea,1152.0,Technology ,Groupon
Peter Lim,65,Male,South Korea,987.0,Finance and Investments ,Investments
Scott Lin,-9999,Male,South Korea,965.0,Technology ,Optical components
Tomas Olivo lopez,44,Male,South Korea,1180.0,Real Estate ,Shopping centers
Phillip Ragon,69,Male,South Korea,973.0,Technology ,Health it
Stewart Rahr,72,Male,United States,1118.0,Healthcare ,Drug distribution
T. Sanford,82,Male,United States,994.0,Finance and Investments ,"Banking, credit cards"
Julio Santo domingo,32,Male,United States,1168.0,Food and Beverage ,Beer
Karl Scheufele,79,Male,United States,1056.0,Fashion & Retail ,Jewelry
Shen Shen,55,Male,United States,1142.0,Fashion & Retail ,Retail
Alain Taravella,70,Male,United States,1150.0,Real Estate ,Real estate
Oleg Tinkov,50,Male,United States,1054.0,Finance and Investments ,Banking
T.y. Tsai,-9999,Male,United States,1137.0,Finance and Investments ,Finance
Tung Tung,81,Male,United States,1120.0,Logistics ,Shipping
Ted Turner,79,Male,United States,1096.0,Media & Entertainment ,Cable television
Sunil Vaswani,54,Male,United States,1086.0,Diversified ,Diversified
Jitendra Virwani,52,Male,United States,1218.0,Real Estate ,Real estate
Lang Walker,72,Male,United States,1058.0,Real Estate ,Real estate
Wu Wu,83,Male,United States,834.0,Food and Beverage ,Bakery chain
Xiao Xiao,51,Male,People'S Republic Of China,1141.0,Media & Entertainment ,Entertainment
Xiong Xiong,61,Male,People'S Republic Of China,1202.0,Real Estate ,Real estate
Takao Yasuda,69,Male,People'S Republic Of China,1158.0,Fashion & Retail ,Retail
William Young,77,Male,United States,1119.0,Manufacturing ,Plastics
Eddie Zakay,-9999,Male,United States,1128.0,Real Estate ,Real estate
Zhang Zhang,57,Male,People'S Republic Of China,1138.0,Automotive ,Automobiles
Leslie Alexander,74,Male,People'S Republic Of China,1192.0,Sports ,Sports team
Patricia Angelini rossi,64,Female,Chile,1312.0,Diversified ,"Forestry, mining"
Josef Boquoi,84,Male,Chile,1252.0,Food and Beverage ,Frozen foods
Nikolai Buinov,50,Male,Chile,1070.0,Energy ,"Oil, gas"
Richard Chandler,59,Male,Chile,1187.0,Finance and Investments ,Investments
Cheng Cheng,48,Female,China,825.0,Food and Beverage ,Soy sauce
Patokh Chodiev,65,Male,China,1212.0,Metals & Mining ,"Mining, metals"
Choo Choo,65,Male,Singapore,1011.0,Real Estate ,Hotels
Todd Christopher,55,Male,United States,1182.0,Fashion & Retail ,Hair care products
John De mol,63,Male,Netherlands,1229.0,Media & Entertainment ,Television
